"code_region","libelle_region","date_fin_semaine","type_de_vaccin","nb_ucd","nb_doses"
"32","HDF",2021-02-14,"AstraZeneca",2790,27900
"32","HDF",2021-02-21,"AstraZeneca",5090,50900
"32","HDF",2021-02-28,"AstraZeneca",2816,28160
"32","HDF",2021-03-07,"AstraZeneca",8968,89680
"44","GES",2021-03-14,"AstraZeneca",2926,29260
"44","GES",2021-02-07,"AstraZeneca",2280,22800
"44","GES",2021-02-14,"AstraZeneca",2720,27200
"44","GES",2021-02-21,"AstraZeneca",5081,50810
"44","GES",2021-02-28,"AstraZeneca",3032,30320
"44","GES",2021-03-07,"AstraZeneca",7079,70790
"52","PDL",2021-02-07,"AstraZeneca",1370,13700
"52","PDL",2021-02-14,"AstraZeneca",1610,16100
"52","PDL",2021-02-21,"AstraZeneca",3080,30800
"52","PDL",2021-02-28,"AstraZeneca",1817,18170
"52","PDL",2021-03-07,"AstraZeneca",4532,45320
"52","PDL",2021-03-14,"AstraZeneca",1929,19290
"53","BRE",2021-02-07,"AstraZeneca",1400,14000
"53","BRE",2021-02-14,"AstraZeneca",1630,16300
"53","BRE",2021-02-21,"AstraZeneca",3113,31130
"53","BRE",2021-02-28,"AstraZeneca",1831,18310
"53","BRE",2021-03-07,"AstraZeneca",4390,43900
"53","BRE",2021-03-14,"AstraZeneca",1829,18290
"75","NAQ",2021-02-07,"AstraZeneca",2490,24900
"75","NAQ",2021-02-14,"AstraZeneca",2930,29300
"75","NAQ",2021-02-21,"AstraZeneca",5752,57520
"75","NAQ",2021-02-28,"AstraZeneca",3403,34030
"75","NAQ",2021-03-07,"AstraZeneca",8378,83780
"75","NAQ",2021-03-14,"AstraZeneca",3585,35850
"76","OCC",2021-03-14,"AstraZeneca",3525,35250
"76","OCC",2021-02-07,"AstraZeneca",2650,26500
"76","OCC",2021-02-14,"AstraZeneca",3100,31000
"76","OCC",2021-02-21,"AstraZeneca",4957,49570
"76","OCC",2021-02-28,"AstraZeneca",3004,30040
"76","OCC",2021-03-07,"AstraZeneca",7309,73090
"84","ARA",2021-03-14,"AstraZeneca",4361,43610
"84","ARA",2021-02-07,"AstraZeneca",3450,34500
"84","ARA",2021-02-14,"AstraZeneca",4070,40700
"84","ARA",2021-02-21,"AstraZeneca",5977,59770
"84","ARA",2021-02-28,"AstraZeneca",3628,36280
"84","ARA",2021-03-07,"AstraZeneca",9808,98080
"93","PAC",2021-03-14,"AstraZeneca",3239,32390
"93","PAC",2021-02-07,"AstraZeneca",2370,23700
"93","PAC",2021-02-14,"AstraZeneca",2790,27900
"93","PAC",2021-02-21,"AstraZeneca",4268,42680
"93","PAC",2021-02-28,"AstraZeneca",1962,19620
"93","PAC",2021-03-07,"AstraZeneca",6744,67440
"94","COR",2021-02-21,"AstraZeneca",219,2190
"94","COR",2021-03-07,"AstraZeneca",352,3520
"94","COR",2021-02-07,"AstraZeneca",140,1400
"94","COR",2021-02-14,"AstraZeneca",160,1600
"94","COR",2021-03-14,"AstraZeneca",206,2060
